town_geocode,town,maine_gis_name,cousub_geocode,cousub_name,cousub_basename,county_fips,county_name,sos_county,geotype,geotype_short,class,perc_cousub,town_ct,rank,gnis_id,gnis_name,tribal_name,voting_name,historical_names,islands,gnis_variants
03805,Forkstown Twp,Forkstown Twp,2300369930,South Aroostook UT,South Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987690,Township of Forkstown,,,[],[],"[Forkstown Township,Township of Forkstown,T3 R2 WELS]"
03818,T3 R3 WELS,T3 R3 WELS,2300369930,South Aroostook UT,South Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987146,T03 R03 WELS,,,[],[],"[T03 R03 WELS,Bragg Tract,T3 R3 WELS]"
03819,T3 R4 WELS,T3 R4 WELS,2300369930,South Aroostook UT,South Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987147,T03 R04 WELS,,,[],[],"[T3 R4 WELS,T03 R04 WELS]"
03820,T4 R3 WELS,T4 R3 WELS,2300369930,South Aroostook UT,South Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987148,T04 R03 WELS,,,[],[],"[T04 R03 WELS,T4 R3 WELS]"
03813,TA R2 WELS,TA R2 WELS,2300369930,South Aroostook UT,South Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987237,TA R02 WELS,,,[],[],"[TA R2 WELS,TA R02 WELS]"
03050,Benedicta Twp,Benedicta Twp,2300369930,South Aroostook UT,South Aroostook,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987138,Township of Benedicta,,,[BENEDICTA],[],[Township of Benedicta]
03879,T15 R5 WELS,T15 R5 WELS,2300373472,Square Lake UT,Square Lake,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987207,T15 R05 WELS,,,[],[],"[T15 R5 WELS,T15 R05 WELS]"
03880,T15 R6 WELS,T15 R6 WELS,2300373472,Square Lake UT,Square Lake,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987208,T15 R06 WELS,,,[],[],"[T15 R6 WELS,T15 R06 WELS]"
03898,Sinclair Twp,Sinclair Twp,2300373472,Square Lake UT,Square Lake,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987226,T17 R04 WELS,,,[],[],"[T17 R04 WELS,T17 R4 WELS]"
03867,T14 R5 WELS,T14 R5 WELS,2300373472,Square Lake UT,Square Lake,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987195,T14 R05 WELS,,,[],[],"[T14 R5 WELS,T14 R05 WELS]"
03856,T13 R5 WELS,T13 R5 WELS,2300373472,Square Lake UT,Square Lake,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987184,T13 R05 WELS,,,[],[],"[T13 R5 WELS,T13 R05 WELS]"
03868,T14 R6 WELS,T14 R6 WELS,2300373472,Square Lake UT,Square Lake,003,Aroostook,ARO,Unorganized Township,U,Z3,0.666786,2,1,1987196,T14 R06 WELS,,,[],[],"[T14 R6 WELS,T14 R06 WELS]"
03889,Madawaska Lake Twp,Madawaska Lake Twp,2300373472,Square Lake UT,Square Lake,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987217,T16 R4 WELS,,,[],[],"[T16 R4 WELS,T16 R04 WELS,Madawaska Lake Township]"
03897,Van Buren Cove Twp,Van Buren Cove Twp,2300373472,Square Lake UT,Square Lake,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987225,Van Buren Cove Township,,,[],[],"[Van Buren Cove Township,T17 R3 WELS,T17 R03 WELS]"
03890,T16 R5 WELS,T16 R5 WELS,2300373472,Square Lake UT,Square Lake,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987218,T16 R05 WELS,,,[],[],"[Square Lake Township,T16 R5 WELS,T16 R05 WELS]"
03899,Cross Lake Twp,Cross Lake Twp,2300373472,Square Lake UT,Square Lake,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987227,T17 R05 WELS,,,[],[],"[T17 R05 WELS,Cross Lake Township]"
03891,T16 R6 WELS,T16 R6 WELS,2300373472,Square Lake UT,Square Lake,003,Aroostook,ARO,Unorganized Township,U,Z3,1.0,1,1,1987219,T16 R06 WELS,,,[],[],"[T16 R06 WELS,T16 R6 WELS]"
07808,Freeman Twp,Freeman Twp,2300719865,East Central Franklin UT,East Central Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748817,Freeman Township,,,[FREEMAN],[],"[Freeman,Freeman Township]"
07110,Madrid Twp,Madrid Twp,2300719865,East Central Franklin UT,East Central Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,582577,Town of Madrid,,,[MADRID],[],[Town of Madrid]
07817,Mount Abram Twp,Mount Abram Twp,2300719865,East Central Franklin UT,East Central Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748813,Mount Abram Township,,,[],[],"[Mount Abram Township,Mount Abraham,T4 R1 BKP WKR]"
07819,Redington Twp,Redington Twp,2300719865,East Central Franklin UT,East Central Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748810,Redington Township,,,[],[],"[Redlington,Redington,Redington Township,T1 R2 WBKP]"
07820,Salem Twp,Salem Twp,2300719865,East Central Franklin UT,East Central Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748816,Salem Township,,,[SALEM],[],"[Salem,Salem Township]"
07803,Chain of Ponds Twp,Chain of Ponds Twp,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748764,Chain of Ponds Township,,,[],[],"[Chain of Ponds Township,T2 R6 WBKP]"
07822,Skinner Twp,Skinner Twp,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748758,Skinner Township,,,[],[],"[Skinner Township,T1 R7 WBKP]"
07804,Coburn Gore,Coburn Gore,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748762,Coburn Gore,,,[],[],"[Coburn Gore,Gore North T2/3 R6 WBKP]"
07816,Merrill Strip Twp,Merrill Strip Twp,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748759,Merrill Strip Township,,,[],[],"[T2 R7 WBKP,Merrill Strip,Merrill Strip Township]"
07823,Stetsontown Twp,Stetsontown Twp,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748796,Stetsontown Township,,,[],[],"[Stetsontown Township,Stetsontown,T3 R4 WBKP]"
07821,Seven Ponds Twp,Seven Ponds Twp,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748776,Seven Ponds Township,,,[],[],"[T3 R5 WBKP,Seven Ponds Township]"
07814,Lowelltown Twp,Lowelltown Twp,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748751,Lowelltown Township,,,[],[],"[Lowelltown Township,T1 R8 WBKP]"
07806,Davis Twp,Davis Twp,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748805,Davis Township,,,[],[],"[T3 R3 WBKP,Davis Township]"
07801,Alder Stream Twp,Alder Stream Twp,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748767,Alder Stream Township,,,[],[],"[Alder Stream Township,T2 R5 WBKP]"
07811,Jim Pond Twp,Jim Pond Twp,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748766,Jim Pond Township,,,[],[],"[Jim Pond Township,T1 R5 WBKP]"
07825,Tim Pond Twp,Tim Pond Twp,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748777,Tim Pond Township,,,[],[],"[Tim Pond Township,T2 R4 WBKP]"
07812,Kibby Twp,Kibby Twp,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748763,Kibby Township,,,[],[],[Kibby Township]
07813,Lang Twp,Lang Twp,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748800,Lang Township,,,[LANG],[],"[Lang,Lang Township,T2 R3 WBKP]"
07809,Gorham Gore,Gorham Gore,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748748,Gorham Gore,,,[],[],"[Gorham Gore,T1 R9 WBKP]"
07802,Beattie Twp,Beattie Twp,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748756,Beattie Township,,,[],[],"[Beattie Township,T2 R8 WBKP]"
07815,Massachusetts Gore,Massachusetts Gore,2300751400,North Franklin UT,North Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748765,Massachusetts Gore,,,[],[],"[T3 R6 WBKP,Massachusetts Gore]"
07818,Perkins Twp,Perkins Twp,2300770760,South Franklin UT,South Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748518,Perkins Township,,,[],[],"[Perkins Plantation,Perkins Township]"
07827,Washington Twp,Washington Twp,2300770760,South Franklin UT,South Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748536,Washington Township,,,[],[],"[Washington Township,Washington Plantation]"
07807,Township E,Township E,2300782235,West Central Franklin UT,West Central Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748496,Township E,,,[],[],[Township E]
07805,Township D,Township D,2300782235,West Central Franklin UT,West Central Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748497,Township D,,,[],[],[Township D]
07826,Township 6 North of Weld,Township 6 North of Weld,2300782235,West Central Franklin UT,West Central Franklin,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,2748498,Township 6 North of Weld,,,[TOWNSHIP 6 N OF WELD],[],"[Township 6,Township 6 North of Weld,Berlin]"
07828,Wyman Twp,Wyman Twp,2300787680,Wyman UT,Wyman,007,Franklin,FRA,Unorganized Township,U,Z3,1.0,1,1,582830,Unorganized Territory of Wyman,,,[],[],[Unorganized Territory of Wyman]
09804,Fletchers Landing Twp,Fletchers Landing Twp,2300911800,Central Hancock UT,Central Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,2748538,Fletchers Landing Township,,,[FLETCHERS LANDING],[],"[Fletchers Landing Township,T 8 SD]"
09813,T39 MD BPP,T39 MD BPP,2300920405,East Hancock UT,East Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,2748809,T39 MD BPP,,,[],[],"[T39 MD BPP,T39 MD]"
09803,T7 SD BPP,T7 SD BPP,2300920405,East Hancock UT,East Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,2748539,T7 SD BPP,,,[],[],"[T7 SD BPP,T 7 S D]"
09807,T16 MD BPP,T16 MD BPP,2300920405,East Hancock UT,East Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,2748517,T16 MD BPP,,,[],[],"[T 16 MD,T16 MD BPP]"
09808,T22 MD BPP,T22 MD BPP,2300920405,East Hancock UT,East Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,2748516,T22 MD BPP,,,[],[],"[T 22 MD,T22 MD BPP]"
09815,T41 MD BPP,T41 MD BPP,2300920405,East Hancock UT,East Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,2748798,T41 MD BPP,,,[],[],"[T41 MD BPP,T41 MD]"
09806,T10 SD BPP,T10 SD BPP,2300920405,East Hancock UT,East Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,2748519,T10 SD BPP,,,[],[],"[T 10 SD,T10 SD BPP]"
09809,T28 MD BPP,T28 MD BPP,2300920405,East Hancock UT,East Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,2748818,T28 MD BPP,,,[],[],"[T28 MD,T28 MD BPP]"
09811,T34 MD BPP,T34 MD BPP,2300920405,East Hancock UT,East Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,2748812,T34 MD BPP,,,[],[],"[T34 MD BPP,T34 MD]"
09801,T3 ND BPP,T3 ND BPP,2300920405,East Hancock UT,East Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,2748799,T3 MD BPP,,,[],[],"[T3 ND,T3 ND BPP,T3 MD BPP]"
09812,T35 MD BPP,T35 MD BPP,2300920405,East Hancock UT,East Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,2748811,T35 MD BPP,,,[],[],"[T35 MD,T35 MD BPP]"
09814,T40 MD BPP,T40 MD BPP,2300920405,East Hancock UT,East Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,2748808,T40 MD BPP,,,[],[],"[T40 MD BPP,T40 MD]"
09802,Oqiton Twp,Oqiton Twp,2300920405,East Hancock UT,East Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,1987280,Township of Oqiton,,,[],[],"[Township of Oqiton,T4 ND,Oqiton Township]"
09805,T9 SD BPP,T9 SD BPP,2300920405,East Hancock UT,East Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,2748537,T9 SD BPP,,,[],[],"[T9 SD BPP,T 9 SD]"
09810,T32 MD BPP,T32 MD BPP,2300953620,Northwest Hancock UT,Northwest Hancock,009,Hancock,HAN,Unorganized Township,U,Z3,1.0,1,1,2748814,T32 MD BPP,,,[],[],"[T32 MD,MYRA,T32 MD BPP]"
11801,Unity Twp,Unity Twp,2301178190,Unity UT,Unity,011,Kennebec,KEN,Unorganized Township,U,Z3,1.0,1,1,582774,Township of Unity,,,[UNITY],[],"[Unorganized Territory of Unity,Township of Unity]"
13801,Criehaven Twp,Criehaven Twp,2301315125,Criehaven UT,Criehaven,013,Knox,KNO,Unorganized Township,U,Z3,1.0,1,1,582425,Township of Criehaven,,,[CRIEHAVEN],[],"[Unorganized Territory of Criehaven,Township of Criehaven]"
13803,Muscle Ridge Twp,Muscle Ridge Twp,2301347962,Muscle Ridge Islands UT,Muscle Ridge Islands,013,Knox,KNO,Unorganized Township,U,Z3,1.0,1,1,1987279,Township of Muscle Ridge Shoals,,,[MUSCLE RIDGE],[],"[Muscle Ridge Shoals Township,Township of Muscle Ridge Shoals,Muscle Ridge Township]"
15801,Hibberts Gore,Hibberts Gore,2301532715,Hibberts gore,Hibberts,015,Lincoln,LIN,Unorganized Township,U,Z1,1.0,1,1,582518,Hibberts Gore,,,[],[],"[Hibbert's Gore,Unorganized Territory of Hibberts Gore,Township of Hibberts Gore,Hibberts Gore]"
17180,Magalloway Twp,Magalloway Twp,2301742835,Magalloway plantation,Magalloway,017,Oxford,OXF,Unorganized Township,U,T1,1.0,1,1,579017,Plantation of Magalloway,,,[MAGALLOWAY PLT],[],"[Plantation of Magalloway (historical),Plantation of Magalloway,Magalloway Township]"
17812,Milton Twp,Milton Twp,2301746105,Milton UT,Milton,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,582598,Township of Milton,,,[MILTON],[],"[Township of Milton,Unorganized Territory of Milton]"
17810,Lynchtown Twp,Lynchtown Twp,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,579019,Township of Lynchtown,,,[],[],[Township of Lynchtown]
17806,Bowmantown Twp,Bowmantown Twp,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1987272,Township of Bowmantown,,,[],[],"[T4 R6 WBKP,Township of Bowmantown,Bowmantown Township]"
17814,Parkertown Twp,Parkertown Twp,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,579020,Township of Parkertown,,,[],[],[Township of Parkertown]
17817,Riley Twp,Riley Twp,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1907753,Township of Riley,,,[],[],[Township of Riley]
17813,Oxbow Twp,Oxbow Twp,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1987281,Township of Oxbow,,,[],[],"[Oxbow Township,T4 R5 WBKP,Township of Oxbow]"
17807,C Surplus,C Surplus,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1987273,Township of C Surplus,,,[],[],"[C Surplus,Township of C Surplus]"
17801,Adamstown Twp,Adamstown Twp,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1987267,Township of Adamstown,,,[],[],"[T4 R2 WBKP,Adamstown,Adamstown Township,Township of Adamstown]"
17818,Township C,Township C,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1987283,Township C,,,[],[],[Township C]
17809,Lower Cupsuptic Twp,Lower Cupsuptic Twp,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1987276,Township of Lower Cupsuptic,,,[],[],"[Township of Lower Cupsuptic,Lower Cupsuptic Township,T4 R3 WBKP]"
17819,Upper Cupsuptic Twp,Upper Cupsuptic Twp,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1987284,Township of Upper Cupsuptic,,,[],[],"[Township of Upper Cupsuptic,Upper Cupsuptic Township,T4 R4 WBKP]"
17816,Richardsontown Twp,Richardsontown Twp,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1987282,Township of Richardsontown,,,[],[],"[Richardsontown Township,T4 R1 WBKP,Township of Richardsontown]"
17803,Andover North Surplus Twp,Andover North Surplus Twp,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1987269,Township of Andover North Surplus,,,[],[],"[Township of Andover North Surplus,Andover North Surplus Township,Andover North Surplus]"
17815,Parmachenee Twp,Parmachenee Twp,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,579018,Township of Parmachenee,,,[],[],[Township of Parmachenee]
17808,Grafton Twp,Grafton Twp,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1987274,Township of Grafton,,,[GRAFTON],[],"[Township of Grafton,Grafton Township,TA 2]"
17804,Andover West Surplus Twp,Andover West Surplus Twp,2301752575,North Oxford UT,North Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1987270,Township of Andover West Surplus,,,[],[],"[Township of Andover West Surplus,Andover West Surplus,Andover West Surplus Township]"
17811,Mason Twp,Mason Twp,2301771755,South Oxford UT,South Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1987277,Township of Mason,,,[MASON],[],"[Township of Mason,Mason Township]"
17802,Albany Twp,Albany Twp,2301771755,South Oxford UT,South Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1987268,Township of Albany,,,[ALBANY],[],"[Albany,Township of Albany,Albany Township]"
17805,Batchelders Grant Twp,Batchelders Grant Twp,2301771755,South Oxford UT,South Oxford,017,Oxford,OXF,Unorganized Township,U,Z3,1.0,1,1,1987271,Batchelders Grant,,,[],[],"[Batchelders Grant Township,Batchelders Grant]"
19801,Argyle Twp,Argyle Twp,2301901500,Argyle UT,Argyle,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,582328,Township of Argyle,,,[ARGYLE],[],"[Unorganized Territory of Argyle,Township of Argyle]"
19160,Drew Twp,Drew Twp,2301918580,Drew plantation,Drew,019,Penobscot,PEN,Unorganized Township,U,T1,1.0,1,1,582447,Plantation of Drew,,,[DREW PLT],[],"[Plantation of Drew (historical),Plantation of Drew]"
19812,Summit Twp,Summit Twp,2301919868,East Central Penobscot UT,East Central Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987303,Township of Summit,,,[],[],"[Summit Township,T1 ND,Township of Summit]"
19270,Greenfield Twp,Greenfield Twp,2301919868,East Central Penobscot UT,East Central Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,582501,Township of Greenfield,,,[GREENFIELD],[],[Township of Greenfield]
19250,Grand Falls Twp,Grand Falls Twp,2301919868,East Central Penobscot UT,East Central Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,2748797,Grand Falls Township,,,[GRAND FALLS],[],"[Grand Falls,Grand Falls Township]"
19808,Kingman Twp,Kingman Twp,2301937075,Kingman UT,Kingman,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,582542,Township of Kingman,,,[KINGMAN],[],"[Unorganized Territory of Kingman,Township of Kingman]"
19830,T6 R7 WELS,T6 R7 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987318,T06 R07 WELS,,,[],[],"[T6 R7 WELS,T06 R07 WELS]"
19809,Long A Twp,Long A Twp,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987298,Township of Long A,,,[],[],"[Township of Long A,Long A Township,TA R8 and R9 WELS]"
19823,Cedar Lake Twp,Cedar Lake Twp,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987312,T03 R09 NWP,,,[],[],"[T03 R09 NWP,T3 R9 NWP,Cedar Lake Township]"
19836,T8 R7 WELS,T8 R7 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987325,T08 R07 WELS,,,[],[],"[T08 R07 WELS,T8 R7 WELS]"
19813,Veazie Gore,Veazie Gore,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987354,Veazie Gore,,,[],[],[Veazie Gore]
19824,T4 R7 WELS,T4 R7 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987313,T04 R07 WELS,,,[],[],"[T04 R07 WELS,T4 R7 WELS]"
19833,T7 R7 WELS,T7 R7 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987322,T07 R07 WELS,,,[],[],"[T7 R7 WELS,T07 R07 WELS]"
19810,Mattamiscontis Twp,Mattamiscontis Twp,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987299,Township of Mattamiscontis,,,[MATTAMISCONTIS],[],"[T1 R7 NWP,Mattamiscontis Township,Township of Mattamiscontis]"
19802,Grindstone Twp,Grindstone Twp,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987295,Township of Grindstone,,,[],[],"[T1 R7 WELS,Grindstone Township,Township of Grindstone]"
19837,T8 R8 WELS,T8 R8 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987326,T08 R08 WELS,,,[],[],"[T8 R8 WELS,T08 R08 WELS]"
19832,T7 R6 WELS,T7 R6 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987321,T07 R06 WELS,,,[],[],"[T7 R6 WELS,T07 R06 WELS]"
19829,T6 R6 WELS,T6 R6 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987317,T06 R06 WELS,,,[],[],"[T6 R6 WELS,T06 R06 WELS]"
19816,T1 R8 WELS,T1 R8 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987305,T01 R08 WELS,,,[],[],"[T01 R08 WELS,T1 R8 WELS]"
19815,T1 R6 WELS,T1 R6 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987304,T01 R06 WELS,,,[],[],"[T01 R06 WELS,T1 R6 WELS]"
19804,Hopkins Academy Grant Twp,Hopkins Academy Grant Twp,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987297,Hopkins Academy Grant,,,[],[],"[Hopkins Academy Grant,Hopkins Academy Grant Township]"
19818,T2 R8 WELS,T2 R8 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987307,T02 R08 WELS,,,[],[],"[T2 R8 WELS,T02 R08 WELS]"
19822,T3 R8 WELS,T3 R8 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987311,T03 R08 WELS,,,[],[],"[T3 R8 WELS,T03 R08 WELS]"
19814,TA R7 WELS,TA R7 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987327,TA R07 WELS,,,[],[],"[TA R7 WELS,TA R07 WELS]"
19828,T5 R8 WELS,T5 R8 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987316,T05 R08 WELS,,,[],[],"[T05 R08 WELS,T5 R8 WELS]"
19807,T4 Indian Purchase Twp,T4 Indian Purchase Twp,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987353,T04 Indian Purchase,,,[],[],"[T04 Indian Purchase,Indian 4,T4 Indian Purchase Township,T4 Indian Purchase]"
19821,T3 R7 WELS,T3 R7 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987310,T03 R07 WELS,,,[],[],"[T03 R07 WELS,T3 R7 WELS]"
19806,T3 Indian Purchase Twp,T3 Indian Purchase Twp,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987352,T03 Indian Purchase,,,[],[],"[T3 Indian Purchase,Indian 3,T3 Indian Purchase Township,T03 Indian Purchase]"
19831,T6 R8 WELS,T6 R8 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987319,T06 R08 WELS,,,[],[],"[T06 R08 WELS,T6 R8 WELS]"
19811,Soldiertown Twp T2 R7 WELS,Soldiertown Twp T2 R7 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987302,Township of Soldiertown,,,[],[],"[Soldiertown Township T2 R7 WELS,Township of Soldiertown,T2 R7 WELS]"
19834,T7 R8 WELS,T7 R8 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987323,T07 R08 WELS,,,[],[],"[T7 R8 WELS,T07 R08 WELS]"
19835,T8 R6 WELS,T8 R6 WELS,2301952710,North Penobscot UT,North Penobscot,019,Penobscot,PEN,Unorganized Township,U,Z3,1.0,1,1,1987324,T08 R06 WELS,,,[],[],"[T8 R6 WELS,T08 R06 WELS]"
