town_geocode,town,maine_gis_name,cousub_geocode,cousub_name,cousub_basename,county_fips,county_name,sos_county,geotype,geotype_short,class,perc_cousub,town_ct,rank,gnis_id,gnis_name,tribal_name,voting_name,historical_names,islands,gnis_variants
19340,Lagrange,Lagrange,2301937760,Lagrange town,Lagrange,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582546,Town of Lagrange,,,[],[],"[Lagrange Township,Town of Lagrange]"
19350,Lakeville,Lakeville,2301938005,Lakeville town,Lakeville,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582548,Town of Lakeville,,,[],[],"[Town of Lakeville,Lakeville Township]"
19360,Lee,Lee,2301938530,Lee town,Lee,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582551,Town of Lee,,,[],[],"[Lee Township,Town of Lee]"
19370,Levant,Levant,2301938705,Levant town,Levant,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582553,Town of Levant,,,[],[],"[Levant Township,Town of Levant]"
19380,Lincoln,Lincoln,2301939475,Lincoln town,Lincoln,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582559,Town of Lincoln,,,[],[],"[Town of Lincoln,Lincoln Township]"
19390,Lowell,Lowell,2301941435,Lowell town,Lowell,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582569,Town of Lowell,,,[],[],"[Town of Lowell,Lowell Township]"
19400,Mattawamkeag,Mattawamkeag,2301944270,Mattawamkeag town,Mattawamkeag,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582585,Town of Mattawamkeag,,,[],[],"[Mattawamkeag Township,Town of Mattawamkeag]"
19410,Maxfield,Maxfield,2301944340,Maxfield town,Maxfield,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582586,Town of Maxfield,,,[],[],"[Maxfield Township,Town of Maxfield]"
19420,Medway,Medway,2301945005,Medway town,Medway,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582590,Town of Medway,,,[],[],"[Town of Medway,Medway Township]"
19430,Milford,Milford,2301945670,Milford town,Milford,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582595,Town of Milford,,,[],[],"[Town of Milford,Milford Township]"
19440,Millinocket,Millinocket,2301945810,Millinocket town,Millinocket,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582596,Town of Millinocket,,,[],[],"[Town of Millinocket,Millinocket Township]"
19450,Mount Chase,Mount Chase,2301947560,Mount Chase town,Mount Chase,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582610,Town of Mount Chase,,,[],[],"[Mount Chase Township,Town of Mount Chase]"
19460,Newburgh,Newburgh,2301948505,Newburgh town,Newburgh,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582615,Town of Newburgh,,,[],[],"[Town of Newburgh,Newburgh Township]"
19470,Newport,Newport,2301949065,Newport town,Newport,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582621,Town of Newport,,,[],[],"[Town of Newport,Newport Township]"
19490,Orono,Orono,2301955565,Orono town,Orono,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582651,Town of Orono,,,[],[],"[Town of Orono,Orono Township]"
19500,Orrington,Orrington,2301955680,Orrington town,Orrington,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582652,Town of Orrington,,,[],[],"[Orrington Township,Town of Orrington]"
19510,Passadumkeag,Passadumkeag,2301957045,Passadumkeag town,Passadumkeag,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582663,Town of Passadumkeag,,,[],[],"[Passadumkeag Township,Town of Passadumkeag]"
19520,Patten,Patten,2301957150,Patten town,Patten,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582666,Town of Patten,,,[],[],"[Patten Township,Town of Patten]"
19530,Plymouth,Plymouth,2301959950,Plymouth town,Plymouth,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582679,Town of Plymouth,,,[],[],"[Plymouth Township,Town of Plymouth]"
19560,Springfield,Springfield,2301973250,Springfield town,Springfield,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582741,Town of Springfield,,,[],[],"[Town of Springfield,Springfield Township]"
19570,Stacyville,Stacyville,2301973600,Stacyville town,Stacyville,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582743,Town of Stacyville,,,[],[],"[Town of Stacyville,Stacyville Township]"
19580,Stetson,Stetson,2301974055,Stetson town,Stetson,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582746,Town of Stetson,,,[],[],"[Stetson Township,Town of Stetson]"
19590,Veazie,Veazie,2301978780,Veazie town,Veazie,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582779,Town of Veazie,,,[],[],[Town of Veazie]
19610,Winn,Winn,2301986305,Winn town,Winn,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582819,Town of Winn,,,[],[],"[Town of Winn,Winn Township]"
19620,Woodville,Woodville,2301987390,Woodville town,Woodville,019,Penobscot,PEN,Town,T,T1,1.0,1,1,582828,Town of Woodville,,,[],[],"[Town of Woodville,Woodville Township]"
21010,Abbot,Abbot,2302100100,Abbot town,Abbot,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,582314,Town of Abbot,,,[],[],"[Town of Abbot,Abbott Township]"
21037,Beaver Cove,Beaver Cove,2302103740,Beaver Cove town,Beaver Cove,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,582345,Town of Beaver Cove,,,[],[],[Town of Beaver Cove]
21050,Bowerbank,Bowerbank,2302106400,Bowerbank town,Bowerbank,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,582362,Town of Bowerbank,,,[],[],"[Bowerbank Township,Town of Bowerbank]"
21060,Brownville,Brownville,2302108325,Brownville town,Brownville,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,582374,Town of Brownville,,,[],[],"[Town of Brownville,Brownville Township]"
21070,Dover-Foxcroft,Dover-Foxcroft,2302118195,Dover-Foxcroft town,Dover-Foxcroft,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,582445,Town of Dover-Foxcroft,,,[],[],"[Dover-Foxcroft Township,Town of Dover-Foxcroft]"
21090,Greenville,Greenville,2302129535,Greenville town,Greenville,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,582502,Town of Greenville,,,[],[],[Town of Greenville]
21100,Guilford,Guilford,2302130095,Guilford town,Guilford,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,582504,Town of Guilford,,,[],[],"[Guilford Township,Town of Guilford]"
21130,Medford,Medford,2302144830,Medford town,Medford,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,582589,Town of Medford,,,[],[],"[Medford Township,Town of Medford]"
21140,Milo,Milo,2302146020,Milo town,Milo,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,582597,Town of Milo,,,[],[],"[Milo Township,Town of Milo]"
21150,Monson,Monson,2302146580,Monson town,Monson,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,582603,Town of Monson,,,[],[],"[Monson Township,Town of Monson]"
21160,Parkman,Parkman,2302156765,Parkman town,Parkman,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,579055,Town of Parkman,,,[],[],"[Town of Parkman,Parkman Township]"
21170,Sangerville,Sangerville,2302165865,Sangerville town,Sangerville,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,582713,Town of Sangerville,,,[],[],"[Sangerville Township,Town of Sangerville]"
21180,Sebec,Sebec,2302166950,Sebec town,Sebec,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,582718,Town of Sebec,,,[],[],"[Town of Sebec,Sebec Township]"
21190,Shirley,Shirley,2302168140,Shirley town,Shirley,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,582724,Town of Shirley,,,[],[],"[Town of Shirley,Shirley Township]"
21200,Wellington,Wellington,2302181405,Wellington town,Wellington,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,579056,Town of Wellington,,,[],[],[Town of Wellington]
21210,Willimantic,Willimantic,2302185710,Willimantic town,Willimantic,021,Piscataquis,PIS,Town,T,T1,1.0,1,1,582815,Town of Willimantic,,,[],[],"[Willimantic Township,Town of Willimantic]"
23010,Arrowsic,Arrowsic,2302301570,Arrowsic town,Arrowsic,023,Sagadahoc,SAG,Town,T,T1,1.0,1,1,582329,Town of Arrowsic,,,[],[],"[Arrowsic Township,Town of Arrowsic]"
23030,Bowdoin,Bowdoin,2302306260,Bowdoin town,Bowdoin,023,Sagadahoc,SAG,Town,T,T1,1.0,1,1,582360,Town of Bowdoin,,,[],[],"[Town of Bowdoin,Bowdoin Township]"
23040,Bowdoinham,Bowdoinham,2302306365,Bowdoinham town,Bowdoinham,023,Sagadahoc,SAG,Town,T,T1,1.0,1,1,582361,Town of Bowdoinham,,,[],[],"[Town of Bowdoinham,Bowdoinham Township]"
23050,Georgetown,Georgetown,2302327295,Georgetown town,Georgetown,023,Sagadahoc,SAG,Town,T,T1,1.0,1,1,582489,Town of Georgetown,,,[],[],"[Georgetown Township,George Town,Town of Georgetown]"
23060,Phippsburg,Phippsburg,2302358515,Phippsburg town,Phippsburg,023,Sagadahoc,SAG,Town,T,T1,1.0,1,1,582675,Town of Phippsburg,,,[],[],"[Town of Phippsburg,Phippsburg Township]"
23070,Richmond,Richmond,2302362645,Richmond town,Richmond,023,Sagadahoc,SAG,Town,T,T1,1.0,1,1,582695,Town of Richmond,,,[],[],"[Richmond Township,Town of Richmond]"
23080,Topsham,Topsham,2302376960,Topsham town,Topsham,023,Sagadahoc,SAG,Town,T,T1,1.0,1,1,582766,Town of Topsham,,,[],[],"[Topsham Township,Town of Topsham]"
23090,West Bath,West Bath,2302381930,West Bath town,West Bath,023,Sagadahoc,SAG,Town,T,T1,1.0,1,1,582801,Town of West Bath,,,[],[],"[Town of West Bath,West Bath Township]"
23100,Woolwich,Woolwich,2302387460,Woolwich town,Woolwich,023,Sagadahoc,SAG,Town,T,T1,1.0,1,1,582829,Town of Woolwich,,,[],[],"[Town of Woolwich,Woolwich Township]"
25010,Anson,Anson,2302501395,Anson town,Anson,025,Somerset,SOM,Town,T,T1,1.0,1,1,582326,Town of Anson,,,[],[],"[Town of Anson,Anson Township]"
25020,Athens,Athens,2302501885,Athens town,Athens,025,Somerset,SOM,Town,T,T1,1.0,1,1,579052,Town of Athens,,,[],[],"[Athens Township,Town of Athens]"
25030,Bingham,Bingham,2302505000,Bingham town,Bingham,025,Somerset,SOM,Town,T,T1,1.0,1,1,582354,Town of Bingham,,,[],[],"[Bingham Township,Town of Bingham]"
25050,Cambridge,Cambridge,2302509655,Cambridge town,Cambridge,025,Somerset,SOM,Town,T,T1,1.0,1,1,582383,Town of Cambridge,,,[],[],"[Cambridge Township,Town of Cambridge]"
25060,Canaan,Canaan,2302509935,Canaan town,Canaan,025,Somerset,SOM,Town,T,T1,1.0,1,1,582385,Town of Canaan,,,[],[],"[Canaan Township,Town of Canaan]"
25070,Caratunk,Caratunk,2302510495,Caratunk town,Caratunk,025,Somerset,SOM,Town,T,T1,1.0,1,1,582388,Town of Caratunk,,,[],[],"[Carratunk Falls,Caratunk Township,Hell Gate,Town of Caratunk]"
25080,Cornville,Cornville,2302514555,Cornville town,Cornville,025,Somerset,SOM,Town,T,T1,1.0,1,1,579028,Town of Cornville,,,[],[],[Town of Cornville]
25100,Detroit,Detroit,2302517460,Detroit town,Detroit,025,Somerset,SOM,Town,T,T1,1.0,1,1,582441,Town of Detroit,,,[],[],"[Town of Detroit,Detroit Township]"
25110,Embden,Embden,2302523410,Embden town,Embden,025,Somerset,SOM,Town,T,T1,1.0,1,1,582466,Town of Embden,,,[],[],"[Embden Township,Town of Embden]"
25120,Fairfield,Fairfield,2302524320,Fairfield town,Fairfield,025,Somerset,SOM,Town,T,T1,1.0,1,1,582471,Town of Fairfield,,,[],[],"[Town of Fairfield,Fairfield Township]"
25130,Harmony,Harmony,2302531355,Harmony town,Harmony,025,Somerset,SOM,Town,T,T1,1.0,1,1,579051,Town of Harmony,,,[],[],"[Harmony Township,Town of Harmony]"
25140,Hartland,Hartland,2302531740,Hartland town,Hartland,025,Somerset,SOM,Town,T,T1,1.0,1,1,579050,Town of Hartland,,,[],[],[Town of Hartland]
25160,Jackman,Jackman,2302535345,Jackman town,Jackman,025,Somerset,SOM,Town,T,T1,1.0,1,1,582532,Town of Jackman,,,[],[],"[Town of Jackman,Jackman Township]"
25170,Madison,Madison,2302542660,Madison town,Madison,025,Somerset,SOM,Town,T,T1,1.0,1,1,579027,Town of Madison,,,[],[],[Town of Madison]
25180,Mercer,Mercer,2302545110,Mercer town,Mercer,025,Somerset,SOM,Town,T,T1,1.0,1,1,582591,Town of Mercer,,,[],[],"[Mercer Township,Town of Mercer]"
25190,Moose River,Moose River,2302547140,Moose River town,Moose River,025,Somerset,SOM,Town,T,T1,1.0,1,1,582606,Town of Moose River,,,[],[],"[Town of Moose River,Moose River Township]"
25200,Moscow,Moscow,2302547455,Moscow town,Moscow,025,Somerset,SOM,Town,T,T1,1.0,1,1,582609,Town of Moscow,,,[],[],"[Town of Moscow,Moscow Township]"
25210,New Portland,New Portland,2302549205,New Portland town,New Portland,025,Somerset,SOM,Town,T,T1,1.0,1,1,582622,Town of New Portland,,,[],[],"[Town of New Portland,New Portland Township]"
25220,Norridgewock,Norridgewock,2302549835,Norridgewock town,Norridgewock,025,Somerset,SOM,Town,T,T1,1.0,1,1,579026,Town of Norridgewock,,,[],[],[Town of Norridgewock]
25230,Palmyra,Palmyra,2302556520,Palmyra town,Palmyra,025,Somerset,SOM,Town,T,T1,1.0,1,1,582660,Town of Palmyra,,,[],[],"[Town of Palmyra,Palmyra Township]"
25240,Pittsfield,Pittsfield,2302559005,Pittsfield town,Pittsfield,025,Somerset,SOM,Town,T,T1,1.0,1,1,582676,Town of Pittsfield,,,[],[],"[Pittsfield Township,Town of Pittsfield]"
25260,Ripley,Ripley,2302562995,Ripley town,Ripley,025,Somerset,SOM,Town,T,T1,1.0,1,1,582696,Town of Ripley,,,[],[],"[Ripley Township,Town of Ripley]"
25270,Saint Albans,Saint Albans,2302564850,St. Albans town,St. Albans,025,Somerset,SOM,Town,T,T1,1.0,1,1,582707,Town of Saint Albans,,,[],[],"[Saint Albans Township,Town of Saint Albans]"
25280,Skowhegan,Skowhegan,2302568910,Skowhegan town,Skowhegan,025,Somerset,SOM,Town,T,T1,1.0,1,1,579029,Town of Skowhegan,,,[],[],[Town of Skowhegan]
25290,Smithfield,Smithfield,2302569155,Smithfield town,Smithfield,025,Somerset,SOM,Town,T,T1,1.0,1,1,582726,Town of Smithfield,,,[],[],"[Smithfield Township,Town of Smithfield]"
25300,Solon,Solon,2302569505,Solon town,Solon,025,Somerset,SOM,Town,T,T1,1.0,1,1,582728,Town of Solon,,,[],[],"[Town of Solon,Solon Township]"
25310,Starks,Starks,2302573845,Starks town,Starks,025,Somerset,SOM,Town,T,T1,1.0,1,1,582745,Town of Starks,,,[],[],"[Starks Township,Town of Starks]"
27020,Belmont,Belmont,2302704125,Belmont town,Belmont,027,Waldo,WAL,Town,T,T1,1.0,1,1,582349,Town of Belmont,,,[],[],"[Belmont Township,Town of Belmont]"
27030,Brooks,Brooks,2302707870,Brooks town,Brooks,027,Waldo,WAL,Town,T,T1,1.0,1,1,582371,Town of Brooks,,,[],[],"[Brooks Township,Town of Brooks]"
27040,Burnham,Burnham,2302709270,Burnham town,Burnham,027,Waldo,WAL,Town,T,T1,1.0,1,1,582379,Town of Burnham,,,[],[],"[Warsaw,Town of Burnham,Twentyfivemile Pond,Clinton Gore,Twenty-five Mile Pond Plantation,Burnham Township]"
27050,Frankfort,Frankfort,2302726280,Frankfort town,Frankfort,027,Waldo,WAL,Town,T,T1,1.0,1,1,582478,Town of Frankfort,,,[],[],"[Frankfort Township,Town of Frankfort]"
27060,Freedom,Freedom,2302726420,Freedom town,Freedom,027,Waldo,WAL,Town,T,T1,1.0,1,1,582480,Town of Freedom,,,[],[],"[Beaver Hill Town,Town of Freedom,Freedom Township]"
27070,Islesboro,Islesboro,2302735240,Islesboro town,Islesboro,027,Waldo,WAL,Town,T,T1,1.0,1,1,582531,Town of Islesboro,,,[],[],"[Islesboro Township,Town of Islesborough,Town of Islesboro]"
27080,Jackson,Jackson,2302735450,Jackson town,Jackson,027,Waldo,WAL,Town,T,T1,1.0,1,1,582533,Town of Jackson,,,[],[],"[Town of Jackson,Jackson Township]"
27090,Knox,Knox,2302737585,Knox town,Knox,027,Waldo,WAL,Town,T,T1,1.0,1,1,582545,Town of Knox,,,[],[],"[Town of Knox,Knox Township]"
27100,Liberty,Liberty,2302739055,Liberty town,Liberty,027,Waldo,WAL,Town,T,T1,1.0,1,1,582555,Town of Liberty,,,[],[],"[Town of Liberty,Liberty Township]"
27110,Lincolnville,Lincolnville,2302739755,Lincolnville town,Lincolnville,027,Waldo,WAL,Town,T,T1,1.0,1,1,582561,Town of Lincolnville,,,[],[],"[Town of Lincolnville,Lincolnville Township]"
27120,Monroe,Monroe,2302746475,Monroe town,Monroe,027,Waldo,WAL,Town,T,T1,1.0,1,1,582602,Town of Monroe,,,[],[],"[Monroe Township,Town of Monroe]"
27130,Montville,Montville,2302746790,Montville town,Montville,027,Waldo,WAL,Town,T,T1,1.0,1,1,582605,Town of Montville,,,[],[],"[Town of Montville,Montville Township]"
27140,Morrill,Morrill,2302747245,Morrill town,Morrill,027,Waldo,WAL,Town,T,T1,1.0,1,1,582608,Town of Morrill,,,[],[],"[Town of Morrill,Morrill Township]"
27150,Northport,Northport,2302752845,Northport town,Northport,027,Waldo,WAL,Town,T,T1,1.0,1,1,582636,Town of Northport,,,[],[],"[Town of Northport,Northport Township]"
27160,Palermo,Palermo,2302756450,Palermo town,Palermo,027,Waldo,WAL,Town,T,T1,1.0,1,1,582659,Town of Palermo,,,[],[],"[Palermo Township,Town of Palermo]"
27170,Prospect,Prospect,2302761210,Prospect town,Prospect,027,Waldo,WAL,Town,T,T1,1.0,1,1,582688,Town of Prospect,,,[],[],"[Town of Prospect,Prospect Township]"
27180,Searsmont,Searsmont,2302766565,Searsmont town,Searsmont,027,Waldo,WAL,Town,T,T1,1.0,1,1,582715,Town of Searsmont,,,[],[],"[Searsmont Township,Town of Searsmont]"
27190,Searsport,Searsport,2302766635,Searsport town,Searsport,027,Waldo,WAL,Town,T,T1,1.0,1,1,582716,Town of Searsport,,,[],[],"[Town of Searsport,Searsport Township]"
27200,Stockton Springs,Stockton Springs,2302774475,Stockton Springs town,Stockton Springs,027,Waldo,WAL,Town,T,T1,1.0,1,1,582749,Town of Stockton Springs,,,[],[],"[Stockton Springs Township,Town of Stockton Springs]"
27210,Swanville,Swanville,2302775525,Swanville town,Swanville,027,Waldo,WAL,Town,T,T1,1.0,1,1,582758,Town of Swanville,,,[],[],"[Town of Swanville,Swanville Township]"
27220,Thorndike,Thorndike,2302776610,Thorndike town,Thorndike,027,Waldo,WAL,Town,T,T1,1.0,1,1,582764,Town of Thorndike,,,[],[],"[Thorndike Township,Town of Thorndike]"
27230,Troy,Troy,2302777625,Troy town,Troy,027,Waldo,WAL,Town,T,T1,1.0,1,1,582769,Town of Troy,,,[],[],"[Joy Town,Town of Troy,Montgomery Town,Troy Township]"
27240,Unity,Unity,2302778255,Unity town,Unity,027,Waldo,WAL,Town,T,T1,1.0,1,1,582773,Town of Unity,,,[],[],"[Unity Township,Town of Unity]"
27250,Waldo,Waldo,2302779480,Waldo town,Waldo,027,Waldo,WAL,Town,T,T1,1.0,1,1,582785,Town of Waldo,,,[],[],"[Town of Waldo,Waldo Township]"
27260,Winterport,Winterport,2302786760,Winterport town,Winterport,027,Waldo,WAL,Town,T,T1,1.0,1,1,582822,Town of Winterport,,,[],[],"[Town of Winterport,Winterport Township]"
29010,Addison,Addison,2302900380,Addison town,Addison,029,Washington,WAS,Town,T,T1,1.0,1,1,582316,Town of Addison,,,[],[],"[Addison Township,Town of Addison]"
29020,Alexander,Alexander,2302900660,Alexander town,Alexander,029,Washington,WAS,Town,T,T1,1.0,1,1,582318,Town of Alexander,,,[],[],"[Township Number 16,Alexander Township,Town of Alexander]"
29030,Baileyville,Baileyville,2302902480,Baileyville town,Baileyville,029,Washington,WAS,Town,T,T1,1.0,1,1,582337,Town of Baileyville,,,[],[],"[Town of Baileyville,Township Number 7,Baileyville Township]"
29050,Beals,Beals,2302903670,Beals town,Beals,029,Washington,WAS,Town,T,T1,1.0,1,1,582344,Town of Beals,,,[],[],"[Beals Township,Town of Beals]"
29060,Beddington,Beddington,2302903810,Beddington town,Beddington,029,Washington,WAS,Town,T,T1,1.0,1,1,582346,Town of Beddington,,,[],[],"[Beddington Township,Town of Beddington]"
29090,Charlotte,Charlotte,2302912175,Charlotte town,Charlotte,029,Washington,WAS,Town,T,T1,1.0,1,1,582405,Town of Charlotte,,,[],[],"[Charlotte Township,Town of Charlotte,Township Number 3,Pendleton Cove]"
29100,Cherryfield,Cherryfield,2302912455,Cherryfield town,Cherryfield,029,Washington,WAS,Town,T,T1,1.0,1,1,582407,Town of Cherryfield,,,[],[],"[Town of Cherryfield,Cherryfield Township]"
29120,Columbia,Columbia,2302913750,Columbia town,Columbia,029,Washington,WAS,Town,T,T1,1.0,1,1,582414,Town of Columbia,,,[],[],"[Columbia Township,Town of Columbia]"
29130,Columbia Falls,Columbia Falls,2302913820,Columbia Falls town,Columbia Falls,029,Washington,WAS,Town,T,T1,1.0,1,1,582415,Town of Columbia Falls,,,[],[],"[Columbia Fall Township,Town of Columbia Falls]"
29140,Cooper,Cooper,2302914100,Cooper town,Cooper,029,Washington,WAS,Town,T,T1,1.0,1,1,582417,Town of Cooper,,,[],[],"[Cooper Township,Town of Cooper]"
29150,Crawford,Crawford,2302914940,Crawford town,Crawford,029,Washington,WAS,Town,T,T1,1.0,1,1,582424,Town of Crawford,,,[],[],"[Adams Town,Town of Crawford,Crawford Township]"
29160,Cutler,Cutler,2302915920,Cutler town,Cutler,029,Washington,WAS,Town,T,T1,1.0,1,1,582429,Town of Cutler,,,[],[],"[Cutler Township,Town of Cutler,Township 11]"
29170,Danforth,Danforth,2302916410,Danforth town,Danforth,029,Washington,WAS,Town,T,T1,1.0,1,1,582433,Town of Danforth,,,[],[],"[Town of Danforth,Danforth Township]"
29180,Deblois,Deblois,2302916865,Deblois town,Deblois,029,Washington,WAS,Town,T,T1,1.0,1,1,582435,Town of Deblois,,,[],[],"[Town of Deblois,Deblois Township]"
29190,Dennysville,Dennysville,2302917355,Dennysville town,Dennysville,029,Washington,WAS,Town,T,T1,1.0,1,1,582440,Town of Dennysville,,,[],[],"[Dennysville Township,Town of Dennysville]"
29200,East Machias,East Machias,2302920960,East Machias town,East Machias,029,Washington,WAS,Town,T,T1,1.0,1,1,582457,Town of East Machias,,,[],[],"[Town of East Machias,East Machias Township]"
29230,Harrington,Harrington,2302931530,Harrington town,Harrington,029,Washington,WAS,Town,T,T1,1.0,1,1,582512,Town of Harrington,,,[],[],"[Harrington Township,Town of Harrington]"
29240,Jonesboro,Jonesboro,2302935905,Jonesboro town,Jonesboro,029,Washington,WAS,Town,T,T1,1.0,1,1,582536,Town of Jonesboro,,,[],[],"[Town of Jonesborough,Jonesboro Township,Town of Jonesboro]"
29250,Jonesport,Jonesport,2302936010,Jonesport town,Jonesport,029,Washington,WAS,Town,T,T1,1.0,1,1,582537,Town of Jonesport,,,[],[],"[Town of Jonesport,Jonesport Township]"
29260,Lubec,Lubec,2302941610,Lubec town,Lubec,029,Washington,WAS,Town,T,T1,1.0,1,1,582570,Town of Lubec,,,[],[],"[Town of Lubec,Lubec Township]"
29270,Machias,Machias,2302941960,Machias town,Machias,029,Washington,WAS,Town,T,T1,1.0,1,1,582573,Town of Machias,,,[],[],"[Machias Township,Town of Machias]"
29280,Machiasport,Machiasport,2302942100,Machiasport town,Machiasport,029,Washington,WAS,Town,T,T1,1.0,1,1,582574,Town of Machiasport,,,[],[],"[Machiasport,Town of Machiasport]"
29290,Marshfield,Marshfield,2302943640,Marshfield town,Marshfield,029,Washington,WAS,Town,T,T1,1.0,1,1,582581,Town of Marshfield,,,[],[],"[Marshfield Township,Town of Marshfield]"
29300,Meddybemps,Meddybemps,2302944760,Meddybemps town,Meddybemps,029,Washington,WAS,Town,T,T1,1.0,1,1,582588,Town of Meddybemps,,,[],[],"[Town of Meddybemps,Meddybemps Township]"
29310,Milbridge,Milbridge,2302945600,Milbridge town,Milbridge,029,Washington,WAS,Town,T,T1,1.0,1,1,582594,Town of Milbridge,,,[],[],"[Town of Milbridge,Milbridge Township]"
29320,Northfield,Northfield,2302951375,Northfield town,Northfield,029,Washington,WAS,Town,T,T1,1.0,1,1,582631,Town of Northfield,,,[],[],"[Town of Northfield,Northfield Township]"
29350,Pembroke,Pembroke,2302957780,Pembroke town,Pembroke,029,Washington,WAS,Town,T,T1,1.0,1,1,582667,Town of Pembroke,,,[],[],"[Town of Pembroke,Pembroke Township]"
29360,Perry,Perry,2302958165,Perry town,Perry,029,Washington,WAS,Town,T,T1,1.0,1,1,582672,Town of Perry,,,[],[],"[Perry Township,Town of Perry,Township Number 1]"
29370,Princeton,Princeton,2302961035,Princeton town,Princeton,029,Washington,WAS,Town,T,T1,1.0,1,1,582687,Town of Princeton,,,[],[],"[Township Number 17,Princeton Township,Town of Princeton]"
29380,Robbinston,Robbinston,2302963275,Robbinston town,Robbinston,029,Washington,WAS,Town,T,T1,1.0,1,1,582697,Town of Robbinston,,,[],[],"[Township Number 4,Robbinston Township,Town of Robbinston]"
29390,Roque Bluffs,Roque Bluffs,2302963940,Roque Bluffs town,Roque Bluffs,029,Washington,WAS,Town,T,T1,1.0,1,1,582701,Town of Roque Bluffs,,,[],[],"[Roque Bluffs Township,Town of Roque Bluffs]"
29400,Steuben,Steuben,2302974125,Steuben town,Steuben,029,Washington,WAS,Town,T,T1,1.0,1,1,582747,Town of Steuben,,,[],[],"[Town of Steuben,Steuben Township]"
29410,Talmadge,Talmadge,2302975770,Talmadge town,Talmadge,029,Washington,WAS,Town,T,T1,1.0,1,1,582760,Town of Talmadge,,,[],[],"[Town of Talmadge,Talmadge Township]"
29420,Topsfield,Topsfield,2302976895,Topsfield town,Topsfield,029,Washington,WAS,Town,T,T1,1.0,1,1,582765,Town of Topsfield,,,[],[],"[Topsfield Township,Town of Topsfield]"
29430,Vanceboro,Vanceboro,2302978675,Vanceboro town,Vanceboro,029,Washington,WAS,Town,T,T1,1.0,1,1,582777,Town of Vanceboro,,,[],[],"[Vanceboro Township,Town of Vanceboro]"
29440,Waite,Waite,2302979375,Waite town,Waite,029,Washington,WAS,Town,T,T1,1.0,1,1,582784,Town of Waite,,,[],[],"[Town of Waite,Waite Township]"
29450,Wesley,Wesley,2302981685,Wesley town,Wesley,029,Washington,WAS,Town,T,T1,1.0,1,1,582800,Town of Wesley,,,[],[],"[Wesley Township,Town of Wesley]"
29460,Whiting,Whiting,2302985185,Whiting town,Whiting,029,Washington,WAS,Town,T,T1,1.0,1,1,582812,Town of Whiting,,,[],[],"[Whiting Township,Town of Whiting]"
29470,Whitneyville,Whitneyville,2302985290,Whitneyville town,Whitneyville,029,Washington,WAS,Town,T,T1,1.0,1,1,582814,Town of Whitneyville,,,[],[],"[Whitneyville Township,Town of Whitneyville]"
31010,Acton,Acton,2303100275,Acton town,Acton,031,York,YOR,Town,T,T1,1.0,1,1,582315,Town of Acton,,,[],[],"[Town of Acton,Acton Township]"
31020,Alfred,Alfred,2303100730,Alfred town,Alfred,031,York,YOR,Town,T,T1,1.0,1,1,582319,Town of Alfred,,,[],[],"[Town of Alfred,Alfred Township]"
31030,Arundel,Arundel,2303101605,Arundel town,Arundel,031,York,YOR,Town,T,T1,1.0,1,1,582330,Town of Arundel,,,[],[],"[North Kennebunkport Township,Arundel Township,Town of Arundel]"
